Sample_ID,Latitude_deg_SAR,Longitude_deg_SAR,Incidence_Angle_deg_SAR,Ground_Range_m_SAR,Slant_Range_m_SAR,Sat_Pos_X_m_SAR_OAT,Sat_Pos_Y_m_SAR_OAT,Sat_Pos_Z_m_SAR_OAT,Reflectance_OHRC,Elevation_m_TMC2,Slope_deg_TMC2,CPR_DFSAR,Hazard_Class_Label
sample_0173,-87.3062,-143.1449,27.35,96252.73,96386.82,-99605.21,-20120.74,-1818900.14,0.0,-1887.8,16.5,0.43,steep_slope_hazard
sample_0174,-87.3075,-145.1317,25.77,94904.73,94500.83,-99605.21,-20120.74,-1818900.14,0.0,-1939.2,8.0,1.31,shadowing_obscuration
sample_0175,-87.3142,-144.0333,26.66,95631.08,94557.9,-99605.21,-20120.74,-1818900.14,0.0,-1863.9,16.6,0.5,steep_slope_hazard
sample_0176,-87.32,-142.8732,27.57,96441.81,94786.34,-99605.21,-20120.74,-1818900.14,0.0,-1948.6,14.4,1.29,shadowing_obscuration
sample_0177,-87.3217,-144.8635,26.0,95083.63,95014.91,-99605.21,-20120.74,-1818900.14,0.0,-1855.6,19.9,0.56,steep_slope_hazard
sample_0178,-87.3283,-143.7011,26.93,95878.18,95243.51,-98962.13,-19606.79,-1818935.19,0.0,-1910.4,4.5,1.04,shadowing_obscuration
sample_0179,-87.3286,-145.712,25.33,94548.01,95471.99,-98962.13,-19606.79,-1818935.19,0.0,-1811.4,19.5,1.1,steep_slope_hazard
sample_0180,-87.3358,-144.6026,26.23,95265.3,95529.09,-98962.13,-19606.79,-1818935.19,0.0,-1955.2,14.4,0.87,shadowing_obscuration
sample_0181,-87.3422,-143.4372,27.15,96064.06,95815.04,-98962.13,-19606.79,-1818935.19,0.0,-1918.6,24.1,0.6,steep_slope_hazard
sample_0182,-87.3428,-145.491,25.52,94727.57,96043.59,-98962.13,-19606.79,-1818935.19,0.0,-1959.6,9.9,0.48,shadowing_obscuration
sample_0183,-87.3501,-144.2686,26.5,95508.25,96272.08,-98319.03,-19092.85,-1818969.86,0.0,-1813.6,16.6,0.24,steep_slope_hazard
sample_0184,-87.356,-143.1643,27.37,96251.64,96329.28,-98319.03,-19092.85,-1818969.86,0.0,-1822.1,23.4,0.6,steep_slope_hazard
sample_0185,-87.3572,-145.1944,25.78,94903.46,94386.54,-98319.03,-19092.85,-1818969.86,0.0,-1933.6,4.4,1.05,shadowing_obscuration
sample_0186,-87.3642,-143.9893,26.73,95692.22,94672.04,-98319.03,-19092.85,-1818969.86,0.0,-1861.2,23.6,1.42,steep_slope_hazard
sample_0187,-87.3699,-142.7833,27.67,96505.1,94900.37,-98319.03,-19092.85,-1818969.86,0.0,-1832.9,17.8,1.33,steep_slope_hazard
sample_0188,-87.3717,-144.8323,26.08,95146.19,95128.85,-97675.91,-18578.9,-1819004.17,0.0,-1880.1,3.6,1.2,shadowing_obscuration
sample_0189,-87.3781,-143.754,26.92,95884.27,95186.04,-97675.91,-18578.9,-1819004.17,0.0,-1884.7,8.9,1.22,shadowing_obscuration
sample_0190,-87.3782,-145.8263,25.3,94548.16,95414.74,-97675.91,-18578.9,-1819004.17,0.0,-1936.5,18.3,1.06,steep_slope_hazard
sample_0191,-87.3858,-144.5857,26.29,95326.08,95643.19,-97675.91,-18578.9,-1819004.17,0.0,-1963.2,3.5,0.54,shadowing_obscuration
sample_0192,-87.3922,-143.3651,27.23,96127.24,95928.92,-97032.77,-18064.95,-1819038.11,0.0,-1818.5,15.4,1.38,steep_slope_hazard
sample_0193,-87.393,-145.4255,25.64,94783.53,96157.65,-97032.77,-18064.95,-1819038.11,0.0,-1817.9,10.0,1.07,shadowing_obscuration
sample_0194,-87.3997,-144.3991,26.43,95513.24,96214.8,-97032.77,-18064.95,-1819038.11,0.0,-1866.0,16.3,0.93,steep_slope_hazard
sample_0195,-87.4059,-143.1185,27.42,96316.96,96443.45,-97032.77,-18064.95,-1819038.11,0.0,-1919.0,3.1,0.34,shadowing_obscuration
sample_0196,-87.4071,-145.2258,25.8,94964.83,94500.71,-97032.77,-18064.95,-1819038.11,0.0,-1917.1,22.0,0.78,steep_slope_hazard
sample_0197,-87.4141,-143.9812,26.77,95754.28,94786.45,-96389.61,-17551.0,-1819071.68,0.0,-1849.3,24.4,0.8,steep_slope_hazard
sample_0198,-87.4197,-142.8566,27.63,96505.16,94843.43,-96389.61,-17551.0,-1819071.68,0.0,-1818.5,24.3,1.32,steep_slope_hazard
sample_0199,-87.4213,-144.9477,26.04,95144.05,95071.84,-96389.61,-17551.0,-1819071.68,0.0,-1820.3,19.2,0.91,steep_slope_hazard
sample_0200,-87.428,-143.7055,26.99,95940.52,95300.21,-96389.61,-17551.0,-1819071.68,0.0,-1839.6,5.0,0.69,shadowing_obscuration
sample_0201,-87.4281,-145.8364,25.35,94606.88,95528.75,-96389.61,-17551.0,-1819071.68,0.0,-1864.4,19.4,1.47,steep_slope_hazard
sample_0202,-87.4358,-144.5692,26.34,95386.0,95757.35,-95746.42,-17037.04,-1819104.88,0.0,-1964.9,2.6,0.34,shadowing_obscuration
sample_0203,-87.4419,-143.4385,27.2,96127.97,95814.52,-95746.42,-17037.04,-1819104.88,0.0,-1950.9,2.5,0.75,shadowing_obscuration
sample_0204,-87.4425,-145.5771,25.57,94789.29,96100.42,-95746.42,-17037.04,-1819104.88,0.0,-1818.3,9.4,0.25,shadowing_obscuration
sample_0205,-87.4499,-144.2928,26.57,95569.14,96329.17,-95746.42,-17037.04,-1819104.88,0.0,-1870.8,13.2,1.16,shadowing_obscuration
sample_0206,-87.4558,-143.0886,27.47,96378.96,94386.44,-95746.42,-17037.04,-1819104.88,0.0,-1978.3,19.7,1.39,steep_slope_hazard
sample_0207,-87.4571,-145.1917,25.89,95024.23,94614.7,-95103.22,-16523.09,-1819137.71,0.0,-1961.7,17.7,0.56,steep_slope_hazard
sample_0208,-87.4639,-144.0137,26.79,95754.46,94671.8,-95103.22,-16523.09,-1819137.71,0.0,-1860.6,12.3,1.32,shadowing_obscuration
sample_0209,-87.4696,-142.819,27.67,96568.79,94957.28,-95103.22,-16523.09,-1819137.71,0.0,-1979.1,8.3,0.58,shadowing_obscuration
sample_0210,-87.4713,-144.9148,26.11,95209.82,95185.71,-95103.22,-16523.09,-1819137.71,0.0,-1951.1,24.9,1.38,steep_slope_hazard
sample_0211,-87.4779,-143.6751,27.05,96002.97,95414.16,-95103.22,-16523.09,-1819137.71,0.0,-1881.2,11.8,1.18,shadowing_obscuration
sample_0212,-87.4783,-145.7879,25.47,94665.99,95643.12,-94459.99,-16009.13,-1819170.17,0.0,-1855.5,12.4,1.25,shadowing_obscuration
sample_0213,-87.4855,-144.6473,26.33,95386.98,95700.45,-94459.99,-16009.13,-1819170.17,0.0,-1862.6,5.8,0.22,shadowing_obscuration
sample_0214,-87.4918,-143.4222,27.24,96190.71,95928.82,-94459.99,-16009.13,-1819170.17,0.0,-1939.6,20.3,1.45,steep_slope_hazard
sample_0215,-87.4927,-145.5012,25.7,94844.74,96214.75,-94459.99,-16009.13,-1819170.17,0.0,-1851.8,18.0,1.14,steep_slope_hazard
sample_0216,-87.4998,-144.2846,26.61,95630.66,96443.51,-94459.99,-16009.13,-1819170.17,0.0,-1937.3,7.1,0.6,shadowing_obscuration
sample_0217,-87.5056,-143.1704,27.42,96378.83,94328.86,-93816.74,-15495.17,-1819202.27,0.0,-1921.4,3.9,1.28,shadowing_obscuration
sample_0218,-87.5069,-145.2356,25.92,95024.43,94557.07,-93816.74,-15495.17,-1819202.27,0.0,-1845.6,17.7,0.57,steep_slope_hazard
sample_0219,-87.5137,-144.0216,26.81,95816.3,94785.58,-93816.74,-15495.17,-1819202.27,0.0,-1863.1,17.1,1.33,steep_slope_hazard
sample_0220,-87.5137,-146.1134,25.27,94489.32,95071.18,-93816.74,-15495.17,-1819202.27,0.0,-1827.1,8.3,0.35,shadowing_obscuration
sample_0221,-87.5214,-144.8611,26.21,95264.9,95299.87,-93816.74,-15495.17,-1819202.27,0.0,-1861.6,23.9,1.11,steep_slope_hazard
sample_0222,-87.5277,-143.768,27.0,96002.22,95357.1,-93173.48,-14981.21,-1819233.99,0.0,-1877.7,5.5,0.9,shadowing_obscuration
sample_0223,-87.5281,-145.8309,25.51,94666.02,95585.61,-93173.48,-14981.21,-1819233.99,0.0,-1963.1,11.9,0.33,shadowing_obscuration
sample_0224,-87.5355,-144.5992,26.42,95448.76,95814.28,-93173.48,-14981.21,-1819233.99,0.0,-1913.8,23.7,0.51,steep_slope_hazard
sample_0225,-87.5418,-143.3557,27.32,96252.52,96042.83,-93173.48,-14981.21,-1819233.99,0.0,-1932.3,11.7,0.22,shadowing_obscuration
sample_0226,-87.543,-145.4025,25.85,94904.99,96328.57,-93173.48,-14981.21,-1819233.99,0.0,-1936.1,16.7,0.81,steep_slope_hazard
sample_0227,-87.5499,-144.2043,26.74,95630.91,96385.51,-92530.19,-14467.25,-1819265.35,0.0,-1804.9,11.1,0.59,shadowing_obscuration
sample_0228,-87.5557,-142.9758,27.61,96441.81,94441.73,-92530.19,-14467.25,-1819265.35,0.0,-1909.2,8.3,0.98,shadowing_obscuration
sample_0229,-87.5576,-144.9969,26.19,95084.37,94670.0,-92530.19,-14467.25,-1819265.35,0.0,-1819.4,24.6,0.59,steep_slope_hazard
sample_0230,-87.5642,-143.7225,27.12,95877.96,94898.16,-92530.19,-14467.25,-1819265.35,0.0,-1866.4,11.4,0.59,shadowing_obscuration
sample_0231,-87.5642,-145.969,25.49,94489.29,94955.03,-92530.19,-14467.25,-1819265.35,0.0,-1836.9,22.6,1.17,steep_slope_hazard
sample_0232,-87.5721,-144.5922,26.52,95264.89,95183.34,-91886.88,-13953.29,-1819296.34,0.0,-1889.5,7.3,0.26,shadowing_obscuration
sample_0233,-87.5783,-143.3444,27.41,96065.61,95468.95,-91886.88,-13953.29,-1819296.34,0.0,-1876.2,6.9,1.37,shadowing_obscuration
sample_0234,-87.5794,-145.4425,25.93,94724.74,95697.36,-91886.88,-13953.29,-1819296.34,0.0,-1891.3,2.7,1.31,shadowing_obscuration
sample_0235,-87.5866,-144.1072,26.9,95507.46,95926.11,-91886.88,-13953.29,-1819296.34,0.0,-1944.9,17.0,1.07,steep_slope_hazard
sample_0236,-87.5921,-143.0062,27.67,96252.41,95983.17,-91886.88,-13953.29,-1819296.34,0.0,-1850.0,10.5,0.97,shadowing_obscuration
sample_0237,-87.5942,-144.9747,26.31,94902.6,96212.26,-91243.56,-13439.33,-1819326.96,0.0,-1929.5,21.9,1.36,steep_slope_hazard
sample_0238,-87.6008,-143.6792,27.24,95693.47,94325.41,-91243.56,-13439.33,-1819326.96,0.0,-1975.6,12.9,0.44,shadowing_obscuration
sample_0239,-87.606,-142.5895,27.97,96505.13,94553.07,-91243.56,-13439.33,-1819326.96,0.0,-1863.8,24.3,0.3,steep_slope_hazard
sample_0240,-87.6089,-144.4641,26.72,95142.26,94781.09,-91243.56,-13439.33,-1819326.96,0.0,-1948.1,6.3,0.51,shadowing_obscuration
sample_0241,-87.6148,-143.3473,27.49,95877.88,94838.03,-90600.21,-12925.36,-1819357.21,0.0,-1810.7,22.0,1.23,steep_slope_hazard
sample_0242,-87.6157,-145.5434,25.94,94548.06,95066.4,-90600.21,-12925.36,-1819357.21,0.0,-1808.3,19.9,0.25,steep_slope_hazard
sample_0243,-87.6231,-144.0924,27.01,95323.98,95294.93,-90600.21,-12925.36,-1819357.21,0.0,-1815.3,19.7,0.96,steep_slope_hazard
sample_0244,-87.6287,-142.9811,27.75,96126.18,95580.99,-90600.21,-12925.36,-1819357.21,0.0,-1913.4,21.4,1.49,steep_slope_hazard
sample_0245,-87.63,-145.2289,26.19,94725.65,95638.13,-90600.21,-12925.36,-1819357.21,0.0,-1977.2,19.5,1.31,steep_slope_hazard
sample_0246,-87.6372,-143.7628,27.26,95508.35,95867.05,-89956.84,-12411.4,-1819387.09,0.0,-1812.9,16.4,0.88,steep_slope_hazard
sample_0247,-87.6424,-142.6957,27.95,96314.48,96096.04,-89956.84,-12411.4,-1819387.09,0.0,-1902.9,5.0,0.28,shadowing_obscuration
sample_0248,-87.6443,-144.893,26.43,94965.49,96325.13,-89956.84,-12411.4,-1819387.09,0.0,-1806.0,2.7,1.28,shadowing_obscuration
sample_0249,-87.6511,-143.41,27.5,95754.28,94437.97,-89956.84,-12411.4,-1819387.09,0.0,-1806.5,23.2,0.98,steep_slope_hazard
sample_0250,-87.656,-142.4171,28.14,96505.24,94494.98,-89956.84,-12411.4,-1819387.09,0.0,-1826.5,16.2,0.35,steep_slope_hazard
sample_0251,-87.6591,-144.3508,26.87,95144.38,94723.32,-89313.45,-11897.43,-1819416.6,0.0,-1927.0,20.3,0.32,steep_slope_hazard
sample_0252,-87.6649,-143.1877,27.65,95939.6,94951.26,-89313.45,-11897.43,-1819416.6,0.0,-1910.7,13.1,1.38,shadowing_obscuration
sample_0253,-87.6664,-145.2921,26.22,94607.71,95179.83,-89313.45,-11897.43,-1819416.6,0.0,-1826.8,4.7,1.07,shadowing_obscuration
sample_0254,-87.6733,-143.9748,27.14,95386.18,95408.83,-89313.45,-11897.43,-1819416.6,0.0,-1923.0,4.9,1.28,shadowing_obscuration
sample_0255,-87.6785,-142.96,27.8,96127.44,95466.05,-89313.45,-11897.43,-1819416.6,0.0,-1949.5,17.8,1.34,steep_slope_hazard
sample_0256,-87.6809,-144.8778,26.55,94785.01,95752.4,-88670.05,-11383.46,-1819445.75,0.0,-1879.8,11.9,0.94,shadowing_obscuration
sample_0257,-87.6871,-143.7534,27.29,95569.6,95981.41,-88670.05,-11383.46,-1819445.75,0.0,-1811.5,6.6,0.87,shadowing_obscuration
sample_0258,-87.6922,-142.6924,27.96,96378.14,96210.66,-88670.05,-11383.46,-1819445.75,0.0,-1854.7,13.3,0.76,shadowing_obscuration
sample_0259,-87.695,-144.6296,26.73,94964.75,96268.07,-88670.05,-11383.46,-1819445.75,0.0,-1877.4,3.5,0.61,shadowing_obscuration
sample_0260,-87.7008,-143.5473,27.42,95754.57,94321.45,-88670.05,-11383.46,-1819445.75,0.0,-1962.5,15.4,0.76,steep_slope_hazard
sample_0261,-87.7058,-142.5014,28.07,96569.14,94607.48,-88026.62,-10869.5,-1819474.52,0.0,-1869.3,8.2,1.21,shadowing_obscuration
sample_0262,-87.709,-144.3376,26.92,95203.62,94836.5,-88026.62,-10869.5,-1819474.52,0.0,-1801.8,20.3,0.98,steep_slope_hazard
sample_0263,-87.7146,-143.252,27.61,96004.07,95065.59,-88026.62,-10869.5,-1819474.52,0.0,-1954.8,9.1,1.36,shadowing_obscuration
sample_0264,-87.7165,-145.2215,26.36,94606.55,95122.83,-88026.62,-10869.5,-1819474.52,0.0,-1886.7,12.5,0.78,shadowing_obscuration
sample_0265,-87.7228,-144.1315,27.06,95386.25,95351.95,-88026.62,-10869.5,-1819474.52,0.0,-1822.1,2.3,0.99,shadowing_obscuration
sample_0266,-87.7284,-142.9539,27.81,96191.45,95580.95,-87383.18,-10355.53,-1819502.93,0.0,-1846.7,3.7,1.02,shadowing_obscuration
sample_0267,-87.7308,-144.9052,26.58,94843.31,95867.01,-87383.18,-10355.53,-1819502.93,0.0,-1854.5,11.0,0.97,shadowing_obscuration
sample_0268,-87.7368,-143.8087,27.27,95630.41,96095.64,-87383.18,-10355.53,-1819502.93,0.0,-1853.6,13.0,1.11,shadowing_obscuration
sample_0269,-87.7421,-142.6383,28.03,96378.22,96152.75,-87383.18,-10355.53,-1819502.93,0.0,-1915.3,15.8,0.51,steep_slope_hazard
sample_0270,-87.7448,-144.6578,26.75,95022.64,96381.39,-87383.18,-10355.53,-1819502.93,0.0,-1927.2,8.7,0.87,shadowing_obscuration
sample_0271,-87.7507,-143.5345,27.46,95816.19,94435.99,-86739.71,-9841.56,-1819530.97,0.0,-1834.3,18.0,0.34,steep_slope_hazard
sample_0272,-87.7523,-145.4858,26.22,94489.36,94722.04,-86739.71,-9841.56,-1819530.97,0.0,-1834.2,21.8,0.7,steep_slope_hazard
sample_0273,-87.7589,-144.3403,26.96,95263.84,94950.89,-86739.71,-9841.56,-1819530.97,0.0,-1823.9,19.9,0.83,steep_slope_hazard
sample_0274,-87.7646,-143.2064,27.68,96002.09,95008.1,-86739.71,-9841.56,-1819530.97,0.0,-1815.6,2.9,1.05,shadowing_obscuration
sample_0275,-87.7665,-145.2214,26.41,94667.0,95236.97,-86739.71,-9841.56,-1819530.97,0.0,-1888.0,13.1,1.44,shadowing_obscuration
sample_0276,-87.7729,-144.0552,27.15,95446.51,95465.79,-86096.23,-9327.59,-1819558.64,0.0,-1889.7,4.4,0.98,shadowing_obscuration
sample_0277,-87.7784,-142.7766,27.97,96252.36,95694.51,-86096.23,-9327.59,-1819558.64,0.0,-1836.3,7.6,1.17,shadowing_obscuration
sample_0278,-87.7806,-144.954,26.6,94846.22,95751.58,-86096.23,-9327.59,-1819558.64,0.0,-1863.0,24.7,0.86,steep_slope_hazard
sample_0279,-87.7868,-143.7451,27.37,95630.95,96037.44,-86096.23,-9327.59,-1819558.64,0.0,-1853.6,5.3,1.02,shadowing_obscuration
sample_0280,-87.7922,-142.3957,28.23,96442.0,96266.03,-86096.23,-9327.59,-1819558.64,0.0,-1836.8,13.5,0.29,shadowing_obscuration
sample_0281,-87.7949,-144.5779,26.86,95083.43,94321.37,-85452.73,-8813.62,-1819585.94,0.0,-1819.8,16.2,0.53,steep_slope_hazard
sample_0282,-87.8009,-143.3089,27.66,95878.55,94549.96,-85452.73,-8813.62,-1819585.94,0.0,-1919.2,18.2,0.67,steep_slope_hazard
sample_0283,-87.8021,-145.5523,26.24,94489.35,94607.11,-85452.73,-8813.62,-1819585.94,0.0,-1912.4,14.9,0.81,shadowing_obscuration
sample_0284,-87.8089,-144.2978,27.05,95266.12,94893.01,-85452.73,-8813.62,-1819585.94,0.0,-1963.1,2.2,0.26,shadowing_obscuration
sample_0285,-87.8148,-142.92,27.93,96064.4,95121.92,-85452.73,-8813.62,-1819585.94,0.0,-1875.9,9.5,0.38,shadowing_obscuration
sample_0286,-87.8166,-145.1774,26.5,94725.79,95350.74,-84809.2,-8299.65,-1819612.87,0.0,-1973.5,13.9,0.56,shadowing_obscuration
sample_0287,-87.823,-143.9208,27.29,95510.64,95579.21,-84809.2,-8299.65,-1819612.87,0.0,-1896.2,4.0,1.46,shadowing_obscuration
sample_0288,-87.8284,-142.6845,28.07,96253.56,95636.23,-84809.2,-8299.65,-1819612.87,0.0,-1882.3,10.1,0.63,shadowing_obscuration
sample_0289,-87.8307,-144.8727,26.71,94905.83,95865.19,-84809.2,-8299.65,-1819612.87,0.0,-1928.4,2.8,0.83,shadowing_obscuration
sample_0290,-87.837,-143.5574,27.55,95693.03,96151.7,-84165.66,-7785.69,-1819639.43,0.0,-1873.7,3.8,0.45,shadowing_obscuration
sample_0291,-87.842,-142.4307,28.2,96505.18,96380.86,-84165.66,-7785.69,-1819639.43,0.0,-1974.5,11.1,0.99,shadowing_obscuration
sample_0292,-87.8447,-144.6188,26.88,95085.89,96438.23,-84165.66,-7785.69,-1819639.43,0.0,-1973.3,5.1,0.56,shadowing_obscuration
sample_0293,-87.8508,-143.2687,27.73,95878.01,94492.88,-84165.66,-7785.69,-1819639.43,0.0,-1831.9,15.1,0.47,steep_slope_hazard
sample_0294,-87.8515,-145.756,26.14,94548.3,94721.5,-84165.66,-7785.69,-1819639.43,0.0,-1915.2,17.9,0.87,steep_slope_hazard
sample_0295,-87.8591,-144.1526,27.2,95325.91,95006.91,-83522.11,-7271.72,-1819665.62,0.0,-1957.1,20.4,0.21,steep_slope_hazard
sample_0296,-87.8646,-142.9596,27.91,96128.38,95235.4,-83522.11,-7271.72,-1819665.62,0.0,-1886.0,6.6,0.21,shadowing_obscuration
sample_0297,-87.8655,-145.5529,26.27,94725.75,95292.56,-83522.11,-7271.72,-1819665.62,0.0,-1841.4,5.9,0.48,shadowing_obscuration
sample_0298,-87.873,-143.8667,27.39,95507.85,95521.47,-83522.11,-7271.72,-1819665.62,0.0,-1941.2,4.4,0.25,shadowing_obscuration
sample_0299,-87.8783,-142.6303,28.12,96317.24,95750.47,-83522.11,-7271.72,-1819665.62,0.0,-1867.9,16.6,0.34,steep_slope_hazard
sample_0300,-87.88,-145.1494,26.54,94963.44,95979.32,-82878.53,-6757.75,-1819691.45,0.0,-1964.6,18.2,0.64,steep_slope_hazard
sample_0301,-87.8869,-143.5374,27.58,95754.3,96265.21,-82878.53,-6757.75,-1819691.45,0.0,-1970.7,2.7,1.24,shadowing_obscuration
sample_0302,-87.892,-142.2565,28.36,96505.24,96322.4,-82878.53,-6757.75,-1819691.45,0.0,-1884.4,23.5,0.94,steep_slope_hazard
sample_0303,-87.8939,-144.9505,26.66,95142.87,94382.6,-82878.53,-6757.75,-1819691.45,0.0,-1882.7,3.2,0.87,shadowing_obscuration
sample_0304,-87.9005,-143.3927,27.65,95940.28,94610.65,-82878.53,-6757.75,-1819691.45,0.0,-1865.3,14.4,0.58,shadowing_obscuration
sample_0305,-87.8986,-146.6403,25.51,94607.28,94838.73,-82234.93,-6243.78,-1819716.91,0.0,-1849.3,18.3,1.41,steep_slope_hazard
sample_0306,-87.9076,-144.8047,26.74,95326.3,94896.09,-82234.93,-6243.78,-1819716.91,0.0,-1804.3,22.0,0.72,steep_slope_hazard
sample_0307,-87.914,-143.3125,27.66,96127.84,95181.3,-82234.93,-6243.78,-1819716.91,0.0,-1887.1,18.4,0.31,steep_slope_hazard
sample_0308,-87.9126,-146.4972,25.6,94784.94,95409.97,-82234.93,-6243.78,-1819716.91,0.0,-1921.9,20.4,1.0,steep_slope_hazard
sample_0309,-87.9215,-144.5751,26.86,95570.07,95638.92,-82234.93,-6243.78,-1819716.91,0.0,-1836.9,9.8,0.35,shadowing_obscuration
sample_0310,-87.9276,-143.153,27.72,96377.93,95867.92,-81591.32,-5729.81,-1819741.99,0.0,-1931.3,20.7,0.65,steep_slope_hazard
sample_0311,-87.9265,-146.3615,25.67,94965.7,95925.6,-81591.32,-5729.81,-1819741.99,0.0,-1901.0,3.8,0.86,shadowing_obscuration
sample_0312,-87.935,-144.5217,26.86,95754.38,96154.76,-81591.32,-5729.81,-1819741.99,0.0,-1965.9,22.6,1.34,steep_slope_hazard
sample_0313,-87.941,-143.102,27.71,96569.0,96441.1,-81591.32,-5729.81,-1819741.99,0.0,-1975.4,14.6,0.84,shadowing_obscuration
sample_0314,-87.9408,-146.056,25.86,95202.51,94501.43,-81591.32,-5729.81,-1819741.99,0.0,-1806.7,20.8,1.11,steep_slope_hazard
sample_0315,-87.9488,-144.3529,26.93,96002.94,94729.78,-80947.69,-5215.85,-1819766.71,0.0,-1829.5,12.4,1.49,shadowing_obscuration
sample_0316,-87.9445,-147.7613,24.75,94607.19,94787.14,-80947.69,-5215.85,-1819766.71,0.0,-1854.7,16.8,0.37,steep_slope_hazard
sample_0317,-87.9548,-145.8795,25.97,95384.91,95015.26,-80947.69,-5215.85,-1819766.71,0.0,-1906.4,14.1,0.56,shadowing_obscuration
sample_0318,-87.9622,-144.3115,26.92,96189.16,95300.43,-80947.69,-5215.85,-1819766.71,0.0,-1948.8,18.8,0.71,steep_slope_hazard
sample_0319,-87.9591,-147.4806,24.93,94844.28,95529.02,-80947.69,-5215.85,-1819766.71,0.0,-1951.8,3.9,0.75,shadowing_obscuration
sample_0320,-87.9687,-145.7042,26.07,95569.23,95586.43,-80304.04,-4701.88,-1819791.06,0.0,-1935.0,3.4,0.73,shadowing_obscuration
sample_0321,-87.9757,-144.2594,26.92,96380.21,95815.44,-80304.04,-4701.88,-1819791.06,0.0,-1881.1,7.7,1.38,shadowing_obscuration
sample_0322,-87.9733,-147.2831,25.05,95022.6,96044.64,-80304.04,-4701.88,-1819791.06,0.0,-1851.4,5.7,1.13,shadowing_obscuration
sample_0323,-87.9827,-145.4658,26.2,95817.05,96273.8,-80304.04,-4701.88,-1819791.06,0.0,-1861.2,22.1,0.99,steep_slope_hazard
sample_0324,-87.9776,-148.5992,24.24,94489.44,94390.16,-80304.04,-4701.88,-1819791.06,0.0,-1929.6,7.0,0.6,shadowing_obscuration
sample_0325,-87.9876,-147.0351,25.22,95204.41,94447.44,-79660.37,-4187.92,-1819815.04,0.0,-1808.1,24.4,1.27,steep_slope_hazard
sample_0326,-87.9964,-145.3723,26.23,96001.29,94676.1,-79660.37,-4187.92,-1819815.04,0.0,-1847.2,9.7,1.44,shadowing_obscuration
sample_0327,-87.9918,-148.4274,24.35,94666.79,94904.26,-79660.37,-4187.92,-1819815.04,0.0,-1880.2,6.2,1.27,shadowing_obscuration
sample_0328,-88.0025,-146.6283,25.48,95449.2,95132.53,-79660.37,-4187.92,-1819815.04,0.0,-1869.9,20.2,0.2,steep_slope_hazard
sample_0329,-88.0103,-145.16,26.33,96252.17,95417.99,-79660.37,-4187.92,-1819815.04,0.0,-1904.5,17.2,1.03,steep_slope_hazard
sample_0330,-88.0061,-148.2401,24.48,94845.03,95475.3,-79016.69,-3673.95,-1819838.65,0.0,-1935.4,13.5,0.27,shadowing_obscuration
sample_0331,-88.0166,-146.4246,25.6,95631.07,95704.13,-79016.69,-3673.95,-1819838.65,0.0,-1915.9,14.8,0.53,shadowing_obscuration
sample_0332,-88.0241,-145.0076,26.41,96441.47,95933.11,-79016.69,-3673.95,-1819838.65,0.0,-1843.6,18.5,0.28,steep_slope_hazard
sample_0333,-88.0211,-147.8737,24.71,95084.65,96162.06,-79016.69,-3673.95,-1819838.65,0.0,-1977.4,7.3,0.98,shadowing_obscuration
sample_0334,-88.0309,-146.1275,25.77,95878.64,96391.15,-78372.98,-3159.99,-1819861.9,0.0,-1959.1,24.9,1.09,steep_slope_hazard
sample_0335,-88.0243,-149.3535,23.82,94489.39,96448.58,-78372.98,-3159.99,-1819861.9,0.0,-1971.7,24.4,0.35,steep_slope_hazard
sample_0336,-88.0355,-147.6383,24.87,95262.81,94564.05,-78372.98,-3159.99,-1819861.9,0.0,-1972.7,17.0,0.7,steep_slope_hazard
sample_0337,-88.0449,-145.9183,25.89,96064.66,94792.44,-78372.98,-3159.99,-1819861.9,0.0,-1826.0,6.6,0.79,shadowing_obscuration
sample_0338,-88.0395,-148.9979,24.05,94725.37,95020.92,-78372.98,-3159.99,-1819861.9,0.0,-1853.3,17.6,0.68,steep_slope_hazard
sample_0339,-88.0497,-147.447,24.98,95446.56,95078.12,-77729.27,-2646.03,-1819884.77,0.0,-1894.6,3.7,0.36,shadowing_obscuration
sample_0340,-88.0589,-145.6877,26.02,96253.03,95306.42,-77729.27,-2646.03,-1819884.77,0.0,-1962.4,2.7,0.74,shadowing_obscuration
sample_0341,-88.0541,-148.7596,24.21,94903.99,95591.68,-77729.27,-2646.03,-1819884.77,0.0,-1891.5,7.9,1.18,shadowing_obscuration
sample_0342,-88.0649,-146.9433,25.31,95693.12,95820.27,-77729.27,-2646.03,-1819884.77,0.0,-1894.8,12.6,0.29,shadowing_obscuration
sample_0343,-88.0735,-145.2266,26.3,96505.33,96049.01,-77729.27,-2646.03,-1819884.77,0.0,-1948.8,22.0,0.3,steep_slope_hazard
sample_0344,-88.0687,-148.4917,24.39,95083.55,96105.95,-77085.53,-2132.06,-1819907.27,0.0,-1901.9,18.7,0.66,steep_slope_hazard
sample_0345,-88.0793,-146.6552,25.48,95878.51,96334.21,-77085.53,-2132.06,-1819907.27,0.0,-1908.3,19.1,1.42,steep_slope_hazard
sample_0346,-88.0727,-149.754,23.66,94548.15,94393.93,-77085.53,-2132.06,-1819907.27,0.0,-1869.1,11.8,1.07,shadowing_obscuration
sample_0347,-88.0842,-148.0042,24.71,95325.19,94679.31,-77085.53,-2132.06,-1819907.27,0.0,-1865.7,10.0,1.08,shadowing_obscuration
